Store_Name,Address,Location,Timings,Rating_(reviewers),Phone
Naini,"152/41, Moja Chak, Raghunath Parhana, Naini, Shankar Dhal, Prayagraj Tehsil Karchana, Naini, Near Shankar Dhal, Prayagraj, Uttar Pradesh, 211008",Uttar Pradesh,11:00 AM to 09:00 PM, 4.8  (94) ,8929280250
Mall Road,"18/183, The Mall Road, Kurswan, Mall Road, Opposite Phoolbagh, Kanpur, Uttar Pradesh, 208001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (399) ,8929436466
SGPGI,"Khasra No 1463, Sgpgi Market, Krishna Vihar Colony, Raibarelli Road, Eldeco Udhyan Ii, Sgpgi Market, Lucknow, Uttar Pradesh, 226014",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (667) ,8447818451
Grand Venice Mall,"Shop No 02, Lower Ground Floor, Grand Venice Mall, Site Iv Pari Chowk, Site Iv, Pari Chowk, Greater Noida, Uttar Pradesh, 201308",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (717) ,9582351439
Gol Market,"B 939/B, D B S Tower, Sector A, Mandir Marg, Gole Market, Lucknow, Uttar Pradesh, 226006",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1727) ,7303242243
Sadar Bazar,"T 4 Suraj Complex, 4 Taj Road, Sadar Bazar, Near Jio Retial Shop, Agra, Uttar Pradesh, 282001",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (1748) ,9319365057
Ashiyana,"H No K-833, Ashiyana Colony, Ashiyana, Near Pizza Hut, Lucknow, Uttar Pradesh, 226012",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1530) ,7303283284
Rathyatra,"Shop No 4, 58, 53 & 54, Shivam Complex, Rathyatra Crossing, Rathyatra, Infront Of Kuber Complex, Varanasi, Uttar Pradesh, 221010",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1387) ,9319375622
LuLu Mall,"Shop No H005, T5&T-Aajbb-2, Ansal Ape, Sushant Golf City, Sultanpur Road, Ansal Ape, Lulu Mall, Lucknow, Uttar Pradesh, 226030",Uttar Pradesh,11:00 AM to 10:00 PM, 4.9  (1672) ,8929338626
"Sector E, Aliganj","Hig 65, Lower Ground Floor, Kapoorthala Road, Sector E, Aliganj, Opposite Keventers, Lucknow, Uttar Pradesh, 226024",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (1396) ,7428891176
Shastri Nagar,"Plot No 12/2, Ground/First Floor, Sector 2, Central Market, Shastri Nagar, Meerut, Uttar Pradesh, 250004",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (235) ,8929345115
Vibhuti khand,"G11, Ground Floor, Levana Cyber Heights, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1165) ,8929276236
Z Square Mall,"Shop No 16/113, G 28A, Ground Floor, Z Square Mall, M G Road, Near Bada Chauraha, Kanpur, Uttar Pradesh, 208001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (667) ,7428891178
Thakurganj,"439/14, Hardoi Road, Thakurganj Chowk, Opposite City Montessori School, Lucknow, Uttar Pradesh, 226003",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (913) ,8929342527
Sector 141,"Ground Floor, Plot No 18, Block SH, Sector 141, Noida, Uttar Pradesh, 201305",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (172) ,7291081798
RDC Rajnagar,"Shop No 1 & 2, Advocate Chamber, Rdc Rajnagar, Near Bikanerwala, Ghaziabad, Uttar Pradesh, 201002",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (1706) ,7428891184
"Sector 3, Vasundhara","Shop No Ug 06, Ugf, Ksn Square, Plot No 12,13,14, Sector 3, Vasundhara, Ghaziabad, Uttar Pradesh, 201012",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (558) ,8929347357
Kapoorthla,"Hig 75, Sector E, Aliganj Scheme, Kapoorthla, Lucknow, Uttar Pradesh, 226024",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (464) ,7291064565
Golghar,"Ground Floor, MP Building, Golghar, Gorakhpur, Uttar Pradesh, 273001",Uttar Pradesh,10:00 AM to 09:30 PM, 4.9  (238) ,9582417974
DD Puram,"Plot Number SA-116, Ground Floor, Deendayal Puram, Yojna B.D.A, Bareilly, Uttar Pradesh, 243122",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (101) ,9582458914
"Indiranagar, Lucknow","Shop No B4 & 5, Krishna Complex, Faizabad Road, Indiranagar, Bhootnath Market, Lucknow, Uttar Pradesh, 226016",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (2832) ,7428891193
Shyam Park Extension Sahibabad,"D-64, Ground Floor, Shyam Park Extension, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (283) ,8447732043
Olandganj,"House No 141, Td College, Olandganj, Near Chandra Hotel, Jaunpur, Uttar Pradesh, 222002",Uttar Pradesh,11:00 AM to 09:00 PM, 4.7  (775) ,8929306572
"Phoenix United Mall, Bareilly","Shop No F 298, First Floor, Phoenix United Mall, Mahanagar Colony, Pilibhit Bypass, Bareilly, Uttar Pradesh, 243006",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (820) ,7428891201
Civil line,"Shop No 2&3, Gks Palace, Ayub Khan Choupla Road, 63-64, Civil Lines, Civilline, Bareilly, Uttar Pradesh, 243001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (295) ,8929100938
"Sector 137, Noida","Ground Floor, Shop No Blk2, Paras Tierra, Sector 137, Sector 137, Noida, Uttar Pradesh, 201305",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (425) ,8929346615
Karrahi,"2/156, Ground Floor, Karrahi Road, Barra World Bank Colony, Kanpur, Uttar Pradesh, 208027",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (412) ,8929039792
Elite,"Ground Floor, Building No 1858, Old Damroo Cinema, Elite Sipri Road, Civil Lines, Elite, Jhansi, Uttar Pradesh, 284001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (182) ,9582612682
Sector 46 Noida,"Shop No 15, Ground Floor, Gardenia Aims Glory, I Square Market, Plot No Gh 001, Sector 46, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (937) ,8929543971
Mathura,"Shop No 11 & 12, Ground Floor, M R Complex, Bhuteshwar Road, Mathura, Uttar Pradesh, 281004",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (803) ,9899411471
Flagship Store Tilak Nagar,"Gf 4/281-B, Parvati Bangla Road, Tilak Nagar, Kanpur, Uttar Pradesh, 208002",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (588) ,8929172546
Omaxe Connaught Place Mall,"Shop No 7, Upper Ground Floor, Omaxe Connaught Place Mall, Beta 2, Near Igl Cng Filling Station, Greater Noida, Uttar Pradesh, 201308",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (608) ,7428891236
Sector 62,"Rn11, Ground Floor, Sector 62, Near Bank Of Maharashtra, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (596) ,7290012952
Gulab Bagh Sigra,"Ground Floor, Shop No 1 & 2, Gulab Bagh Colony, Near Puma Store, Sigra, Varanasi, Uttar Pradesh, 221010",Uttar Pradesh,10:00 AM to 09:00 PM, 4.9  (445) ,7291811371
Modi Nagar,"Shop No 11, 11A, 12A, Kn Mod Complex, Gt Road, Modinagar, Ghaziabad, Uttar Pradesh, 201204",Uttar Pradesh,11:00 AM to 09:00 PM, 4.8  (398) ,8588803142
Orderly Bazar,"Shop No S2 /363 A, Ward Sikraul, Orderly Bazar, Bhojubeer, Varanasi, Uttar Pradesh, 221002",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (627) ,9319360892
Crossing Republic,"Upper Ground-02, Plot No C-2, Nh-24, Orbit Plaza, Crossing Republic, Next To More Store, Ghaziabad, Uttar Pradesh, 201009",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (753) ,7428891244
Civil Line,"Shop No CP 7, Gangapur Avas Vikas, Civil Line, Rampur, Uttar Pradesh, 244901",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (154) ,9582596607
"Sector 4, Vaishali","Shop No 3, Ground Floor, Nipun Plaza, Plot No 1, Sector 4, Vaishali, Near Nazeer Food Restaurant, Ghaziabad, Uttar Pradesh, 201010",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (602) ,7428891246
Kakadeo,"Ground Floor, 117H-l/382, Model Town, Kakadeo, Kanpur, Uttar Pradesh, 208025",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (467) ,8588811571
Pratap Vihar,"Ground Floor, P233, Sector 12, Pratap Vihar, Ghaziabad, Uttar Pradesh, 201009",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (378) ,9582551953
Dadri,"Khasra No 756, Gt Road, GT Road, Opposite Reliance Trends, Dadri, Uttar Pradesh, 203207",Uttar Pradesh,11:00 AM to 09:00 PM, 4.9  (535) ,8929335305
Durgakund,"Shop No B 27/98, A/7A, Durgakund Road, Durgakund, Beside Dayal Tower, Varanasi, Uttar Pradesh, 221005",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (1120) ,7428890216
Lal Bangla,"Ground Floor, 383 K91, Pardewan Pur, Lal Bangla, Near KDA Chowraha, Kanpur, Uttar Pradesh, 208007",Uttar Pradesh,11:00 AM to 09:00 PM, 4.6  (50) ,9582422049
Moradabad,"20 Awas Vikas, Pili Kothi Chauraha, Kanth Road, Moradabad, Uttar Pradesh, 244001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (819) ,8743952293
Betiahata Chowk,"Shop No 3 & 4, St Andrews Inter College, Bettihata, Betiahata Chowk, Near Petrol Pump, Gorakhpur, Uttar Pradesh, 273001",Uttar Pradesh,11:00 AM to 09:00 PM, 4.7  (895) ,7428890238
Indirapuram,"Shop No B/120, Ground Floor, Indirapuram Habitat Centre, Indirapuram, Near Hira Sweets, Ghaziabad, Uttar Pradesh, 201014",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (1000) ,7428891281
Govind Nagar,"79/4, A Block 8, Govind Nagar, Govind Nagar, Near Chawla Chauraha, Kanpur, Uttar Pradesh, 208006",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (651) ,8929172797
"Sector 110, Noida","Ground Floor, Plot No 008, Sector 110, Near ISBT, Gautam Budh Nagar, Noida, Uttar Pradesh, 201304",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (164) ,9953770285
Flagship Store Mall Of India,"Shop No D17 B, Lower Ground Floor, Sector 18, Dlf Mall Of India, Next To Jawed Habib, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 10:00 PM, 4.8  (1226) ,7428891282
SP Marg,"43/5 & 6, Sardar Patel Marg, Civil Lines, Sp Marg, Prayagraj, Uttar Pradesh, 211001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (1525) ,9899301527
Rajajipuram,"E 2624 Rajajipuram, Rajajipuram, Near Lal Path Lab, Lucknow, Uttar Pradesh, 226017",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1321) ,9971523524
Ring Road,"Ground Floor, Plot No 3, Bataha Sabouly Kalyapur West, Ring Road, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:00 PM, 4.9  (120) ,9643577212
Sector 12 Vrindavan Colony,"SCO 09, Kahlon Emporium ll, Sector 12, Vrindavan Colony, Lucknow, Uttar Pradesh, 226029",Uttar Pradesh,11:00 AM to 09:00 PM, 4.9  (96) ,9873121067
Begumbridge,"Shop No 2, Ground Floor, Crown Plaza, South Begum Bridge, Adjacent To Nazeer Foods, Meerut, Uttar Pradesh, 250001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.6  (637) ,8929347794
Malviya Road,"Malviya Road, Near Union Bank, Malviya Road, Deoria, Uttar Pradesh, 274001",Uttar Pradesh,10:30 AM to 08:00 PM, 4.7  (242) ,7303974975
Dwarka Puri Colony,"Plot No 7 Ground Floor, Dwarka Puri Colony, Bhuteshwar Road, Mathura, Uttar Pradesh, 281001",Uttar Pradesh,11:00 AM to 09:00 PM, 4.7  (59) ,9582268921
Pilibhit,"Naugawan Pakariya, Near Chatri Chauraha, Tanakpur Road, Nai Basti, Pilibhit, Uttar Pradesh, 262001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (248) ,8742988012
Phoenix Palassio Mall,"T-35, Third Floor, Phoenix Palassio Mall, Sector 7, Gomti Nagar Extension, Amar Saheed Path, Near Ekana Stadium, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (1040) ,7303842843
Gomti Nagar Extension,"Ground Floor, House No 1/746, Vardan Khand, Near Kotak Mahendra Bank, Sector 1, Gomti Nagar Extension, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM,,9582598625
Shakti Chowk,"First Floor, 198/53, Sd Puram Colony, Gate No 1, Civil Lines 1, Shakti Chowk, Bijnor, Uttar Pradesh, 246701",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (698) ,8447830154
Mirzapur,"Giridhar Ka Chauraha, Badli Katra Road, Near City Kart, Mirzapur, Uttar Pradesh, 231001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (268) ,8743851567
Aliganj2,"HS 1/6 Sector A, Sitapur Road Yojna, Near Ram Ram Bank Chauraha, Aliganj, Lucknow, Uttar Pradesh, 226021",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (282) ,9582612107
VVIP Mall,"G 18, Vvip Mall, Nh 58, Raj Nagar Extension, Noor Nagar, Near Heera Sweets, Ghaziabad, Uttar Pradesh, 201001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (589) ,7428891312
Panchsheel,"Shop No Gf 43 Ground Floor, Plot No Gh 1, Link Road, Greno West, Link Road, Near Guru Di Hatti, Greater Noida, Uttar Pradesh, 201306",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (738) ,9643107980
Govindpuram,"Shop No 20 & 21, Gf, Signature Street, G Block, Govindpuram, Ghaziabad, Uttar Pradesh, 201013",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (492) ,8929436779
Sector 44,"Ground Floor, Left Side, C-513, Near Union Bank, Sector 44, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (128) ,9582620327
Shalimar Gateway Mall Alambagh,"16 Ground Floor, Shalimar Gateway Mall, Alambagh, Beside Alambagh Bus Stand, Lucknow, Uttar Pradesh, 226005",Uttar Pradesh,11:00 AM to 09:00 PM, 4.9  (367) ,8929277343
Hapur,"2423, Ground Floor, Nehru Chowk, Atarpura, Garh Road, Hapur, Uttar Pradesh, 245101",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (457) ,9999203861
Kidwai Nagar,"133/155, M Block, Kidwai Nagar, Beside Bank Of Baroda, Kanpur, Uttar Pradesh, 208011",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (336) ,8929276286
Kamla Nagar,"32A/B71, 1St Floor, Semi Basement, Central Bank Road, Kamla Nagar, Agra, Uttar Pradesh, 282005",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (824) ,8929306428
Mahagun Mart Shopping Complex,"Shop No 48, Plot No Gh04, , Mahagun Mart Shopping Complex, Gaur City 2, Greater Noida West, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (796) ,7428891333
Fatehabad Road,"Groud Floor, Khasra No 1079 ,1375, & 1374, Mouza Basai Mustakil Tehil District, 30/6/20, K/1, Gower Chowki, Fatehabad Road, Agra, Uttar Pradesh, 282001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (237) ,8743842745
Saket Nagar,"127/1/65, W1, Saket Nagar, Juhi, Kanpur, Uttar Pradesh, 208014",Uttar Pradesh,11:00 AM to 09:00 PM, 5.0  (77) ,5123100597
Flagship Store Great India Place Mall,"Shop No 46, 47, Ground Floor, Sector 38, Great India Place Mall 2, Opposite Tanishq, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (670) ,7428891344
Sector 122,"Block CM 024, Sector 122, Noida, Uttar Pradesh, 201316",Uttar Pradesh,10:00 AM to 09:00 PM,,8904307837
"Atta Market, Sector 18, Noida","G6 & G6A, Ground Floor, Jop Plaza, , Atta Market, Sector 18, Next To Metro Station Gate No 2, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (1445) ,7428891023
Abu Lane,"Ground Floor, C313, Abu Lane, Meerut, Uttar Pradesh, 250001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (535) ,8447727685
Lajpat Nagar,"Ground Floor, Plot No 120/852, Narainpurwa, Lajpat Nagar, Kanpur, Uttar Pradesh, 208012",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (586) ,8447893843
Tara Mandal,"12-B, Buddh Vihar Colony, Tara Mandal Bypass Road, Opposite GDA Office, Gorakhpur, Uttar Pradesh, 273107",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (158) ,6306443931
"Sector 12, Vasundhara","Plot No 506, Ground Floor, Sector 12, Vasundhara, Opposite Sunrise Mall, Ghaziabad, Uttar Pradesh, 201012",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (724) ,7428891374
Basharatpur,"UGF, JP Complex, Plot No 281A, Basharatpur, Near Passport Office, Gorakhpur, Uttar Pradesh, 273004",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (863) ,8929608628
Civil Lines,"Lg 4, Lower Ground Floor, Ram Raghu Palazzo, Church Road, Civil Lines Village Sarjepur, Civil Lines, Agra, Uttar Pradesh, 282002",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (722) ,8447731781
Shahjahanpur,"Nath Tower, Tareen Bahadur Ganj, Near Ghantaghar, Shahjahanpur, Uttar Pradesh, 242001",Uttar Pradesh,11:00 AM to 09:00 PM, 4.9  (467) ,8929342372
Swaroop Nagar,"Shop No G8 & G9, Ground Floor, House No 7/118, Tulsa Complex, Swaroop Nagar, Kanpur, Uttar Pradesh, 208002",Uttar Pradesh,11:00 AM to 09:30 PM, 4.7  (570) ,8447745038
Sikandara,"Shop No 3, Ground Floor, Crossroads Mall, Bodla Road, Sikandra, Agra, Uttar Pradesh, 282007",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (275) ,8929598410
Hazratganj,"Shop No 4,5,6, Gobind Ram Son'S, Besides Marksmen Restaurant, Hazratganj, Besides Marskmen Restaurant, Lucknow, Uttar Pradesh, 226001",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (4886) ,9643241384
Logix Mall,"Shop No 10, Ground Floor, Plot No Bw 58, Logix City Center Mall, Sector 32, Opposite Haldiram'S, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (781) ,8588911397
"KW Mall, Rajnagar Extension","Shop No 48,49,50,51,52, Upper Ground Floor, KW Mall Delhi 6, Raj Nagar Extension, Ghaziabad, Uttar Pradesh, 201017",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (328) ,8505956743
Samridhi Grand,"Shop No 9, Ground Floor, Samridhi Grand Avenue, Techzone 4, Greater Noida, Uttar Pradesh, 201305",Uttar Pradesh,11:00 AM to 09:30 PM,,9953596781
Sector 50,"Shop No B 1/50, , Sector 50, Noida, Near Noida Sector 50 Market, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (1377) ,7428891081
Supertech North Eye,"Shop No 0005 & 0006, Ground Floor, East Wing Supertech North Eye, GH-01/A, Sector 77, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 5.0  (36) ,9873967136
Gaur City Mall,"Shop No 10, First Floor, Gaur City Mall, Plot No C-01B-Gh-01, Sec 4, Char Murti Chowk, Greater Noida, Greater Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM, 4.8  (1040) ,8929421380
Chi V,"Shop No 07, Ground Floor, The Park Street, Express Park View Ii, Plot No Gh 03, Sector Chi V, Gautam Buddha Nagar, Sector Chi V, Greater Noida, Uttar Pradesh, 201310",Uttar Pradesh,11:00 AM to 09:30 PM, 4.9  (415) ,7065045092
Jakhan,"Plot No 125 & 126, Ground Floor, Mauza Jakhan, Kishanpur Pargana Central Doon, Rajpur Road, Dehradun, Uttrakhand, 248001",Uttarakhand,10:00 AM to 09:00 PM,,1354149359
"Vikas Nagar, Dehradun","Laxmanpur Chowk, Vikas Nagar, Near Uttarakhand Gramin Bank, Dehradun, Uttarakhand, 248198",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (818) ,8929327344
Mall Road,"Shop No 7, Ground Floor, Bank House, Mall Road, Near Hdfc Bank, Nainital, Uttarakhand, 263001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (276) ,7065045157
Chakrata,"69, Old Cannaught Place, Chakrata Road, Old Cannaught Place, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (802) ,9643107576
Roorkee,"1066/8, New Haridwar Road, Civil Line, New Haridwar Road, Roorkee, Uttarakhand, 247667",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (403) ,8376098588
Ranipur,"Old Ranipur Mod, Mod, Ranipur, Opposite Vishal Mega Mart, Haridwar, Uttarakhand, 249410",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (713) ,9311773752
Haridwar Road,"D23, Nehru Colony, Haridwar Road, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (746) ,8929172132
Civil Lines,"D1, D2/10, Ward Number 13, Kashipur Byeipass Road, Civil Line, Udham Singh Nagar, Rudrapur, Uttarakhand, 263153",Uttarakhand,11:00 AM to 09:30 PM, 4.8  (104) ,9582471558
GMS Road,"Dwarika Puri Extension, Gms Road, Gms Road, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (738) ,8929215527
Saharanpur Road,"Plot No 73, Ground Floor, Niranjanpur, Saharanpur Road, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (547) ,9711320948
Kashipur,"Shop Number 235/20, Mohalla Katoratal, Ramnagar Road, Near Cheema Chauraha, Udham Singh Nagar, Kashipur, Uttarakhand, 244713",Uttarakhand,11:00 AM to 09:30 PM, 4.8  (159) ,9582430358
Tikonia,"Shri Guru Harikrishna Complex, Nainital Road, Tikonia Chauraha, Haldwani, Uttarakhand, 263139",Uttarakhand,11:00 AM to 09:30 PM, 4.8  (1013) ,7428890204
Rajpur Road 1,"Shop No 23/8, , Rajpur Road, Near Congress Bhavan, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.8  (1281) ,7428891264
Lamara,"Shop No 43, Shri Guru Angad Dev Complex, D1 D2, Lamara, Udham Singh Nagar, Near Futela Hospital, Rudrapur, Uttarakhand, 263153",Uttarakhand,11:00 AM to 09:30 PM, 4.8  (1004) ,7428890244
Ballupur,"1 Deeplok, Chakrata Road, Ballupur, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (1002) ,7428891054
Rajpur Road 2,"Shop No 52, Ground Floor, Rajpur Road 2, Near Dilaram Chowk, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.8  (911) ,7428891337
Pacific Mall Dehradun,"Unit No Sh/1F/08, Pacific Mall, Vill Mauja, Rajpur Road, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 10:00 PM, 4.9  (1151) ,8447896427
New Cantt Road,"Plot No 17 C, Bakshi Plaza, Part Of Ground Floor, New Cantt Road, Hathi Barkala, Dehradun, Uttarakhand, 248001",Uttarakhand,11:00 AM to 09:30 PM, 4.9  (269) ,9873106216
Sheoraphuli,"178/1(149), G T Road, Opposite Disha Eye Hospital, Sheoraphuli, West Bengal, 712223",West Bengal,11:00 AM to 09:00 PM, 4.9  (866) ,7291018784
Bardhaman,"Ground Floor, Plot No UCP 028, Bengal Ambuja Housing Complex, City Centre, Bardhaman, Durgapur, West Bengal ,713216",West Bengal,11:00 AM to 09:00 PM, 5.0  (3) ,8904731909
Sevoke Road,"Shop No 9, City Plaza, Haidar Para, Sevoke Road, Opposite Payal Cinema Hall, Siliguri, West Bengal, 734001",West Bengal,11:00 AM to 09:00 PM, 4.8  (983) ,9643370019
Teghoria,"R/Aa43 Vip Rd, Sahabagan, Raghunathpur, Teghoria, Baguiati, Next To M Bazar, Kolkata, West Bengal, 700059",West Bengal,11:00 AM to 09:00 PM, 4.9  (1649) ,7303508509
Sakuntala Park,"Evergreen Tower, 31 Ho Chi Minh Sarani, Sakuntala Park, Kolkata, West Bengal, 700061",West Bengal,11:00 AM to 09:00 PM, 4.9  (1699) ,8929335949
Contai,"NS Road Hatabari, Below Bank Of Baroda, PS Contai, West Bengal, 721401",West Bengal,11:00 AM to 09:00 PM, 4.9  (1664) ,7065307568
Chandannagar,"No 1747, Ward No 14, Fatakgora Station Road, Chandannagar, Opposite Idbi Bank, Hooghly, West Bengal, 712136",West Bengal,11:00 AM to 09:00 PM, 4.9  (1049) ,9643408586
Saltlake Purbachal,"IA 259, Sector 3 Saltlake, Near Saltlake Stadium Gate No 1,kolkata, West Bengal, 700097",West Bengal,11:00 AM to 09:00 PM, 4.9  (630) ,8376801571
Sodepur,"Holding No 27, B.T. Road, Auddy Bagan, P O Panihati, Sodepur, Near HP Petrol Pump, Kolkata, West Bengal, 700114",West Bengal,11:00 AM to 09:00 PM, 4.9  (1909) ,7428891145
